date,CA,TX,WI,CA_1,CA_2,CA_3,CA_4,TX_1,TX_2,TX_3,WI_1,WI_2,WI_3,total
2012-08-17,19446,11742,10333,5898,4022,7203,2323,3260,4815,3667,2230,3548,4555,41521
2012-08-18,20637,13269,9458,5934,4176,7956,2571,3817,5165,4287,2005,3461,3992,43364
2012-08-19,14856,9809,7745,3896,2889,6058,2013,2845,3944,3020,1421,2922,3402,32410
2012-08-20,13795,8754,7657,3564,2780,5511,1940,2711,3578,2465,1654,2939,3064,30206
2012-08-21,13279,8666,6977,3255,2753,5287,1984,2686,3515,2465,1528,2598,2851,28922
2012-08-22,12454,8916,7182,3208,2616,4854,1776,2715,3661,2540,1626,2678,2878,28552
2012-08-23,14717,9910,8417,3686,3267,5748,2016,2652,4333,2925,1871,2842,3704,33044
2012-08-24,17991,12399,9574,5082,3979,6597,2333,3575,5083,3741,2030,3350,4194,39964
2012-08-25,18447,13402,9172,5283,3734,7116,2314,4112,5176,4114,2159,3214,3799,41021
2012-08-26,13487,9860,7663,3423,2509,5585,1970,2767,4113,2980,1617,2837,3209,31010
2012-08-27,12446,8626,7400,3144,2245,5192,1865,2546,3551,2529,1723,2713,2964,28472
2012-08-28,12216,7822,7063,2879,2528,5053,1756,2222,3386,2214,1425,2820,2818,27101
2012-08-29,12468,8389,7446,3242,2423,4948,1855,2371,3439,2579,1615,2961,2870,28303
2012-08-30,15594,10350,11148,4095,3288,5854,2357,2886,4204,3260,2120,4519,4509,37092
2012-08-31,19396,13998,11236,5894,3922,7373,2207,4408,5278,4312,2367,4363,4506,44630
2012-09-01,18287,12397,12135,5403,3818,6801,2265,3697,4967,3733,2065,4622,5448,42819
2012-09-02,19074,13484,11967,5157,3720,7865,2332,4080,5166,4238,2149,4592,5226,44525
2012-09-03,14368,9054,8457,3921,2286,6116,2045,2667,3482,2905,1550,2957,3950,31879
2012-09-04,13105,9408,9341,3369,2306,5556,1874,2953,3698,2757,1640,3791,3910,31854
2012-09-05,13466,9868,9241,3242,2586,5734,1904,3036,3869,2963,1444,3903,3894,32575
2012-09-06,15010,11088,8677,4074,2818,6019,2099,3218,4339,3531,1703,3281,3693,34775
2012-09-07,18574,12389,12255,4844,4078,7159,2493,3601,5241,3547,2175,4696,5384,43218
2012-09-08,20447,13874,12328,5704,4097,8252,2394,4079,5502,4293,1778,5169,5381,46649
2012-09-09,15467,9698,7807,3714,2584,6968,2201,2767,3992,2939,1385,2938,3484,32972
2012-09-10,13975,9248,9147,3264,2757,5922,2032,2907,3494,2847,1550,4005,3592,32370
2012-09-11,12376,9088,9554,3044,2408,5203,1721,2887,3306,2895,1449,4256,3849,31018
2012-09-12,13077,9025,8040,3348,2578,5307,1844,2772,3740,2513,1555,3161,3324,30142
2012-09-13,14995,10174,11190,4097,2959,5715,2224,2910,4032,3232,2050,4454,4686,36359
2012-09-14,18557,13821,13581,5011,4334,6720,2492,4175,5317,4329,2568,5308,5705,45959
2012-09-15,19480,13502,11304,5224,3991,7778,2487,3936,5512,4054,1972,4459,4873,44286
2012-09-16,13539,10041,8280,3364,2465,5638,2072,3138,3902,3001,1527,3200,3553,31860
2012-09-17,12917,8364,7995,3290,2382,5280,1965,2527,3469,2368,1600,3068,3327,29276
2012-09-18,11513,8221,7331,2980,2269,4528,1736,2647,3078,2496,1506,2890,2935,27065
2012-09-19,12446,8486,7625,3102,2526,4977,1841,2587,3321,2578,1559,3048,3018,28557
2012-09-20,14819,9852,8963,3918,3006,5687,2208,3037,3906,2909,1881,3312,3770,33634
2012-09-21,18583,12772,10534,5121,4264,6710,2488,3658,5390,3724,2379,3684,4471,41889
2012-09-22,18358,13063,9941,5349,3646,6884,2479,3954,5210,3899,2080,3551,4310,41362
2012-09-23,13141,9124,6911,3106,2441,5451,2143,2563,3498,3063,1563,2451,2897,29176
2012-09-24,12357,8552,7070,2939,2321,5119,1978,2505,3398,2649,1418,2578,3074,27979
2012-09-25,11735,8337,6860,2838,2198,5064,1635,2418,3201,2718,1390,2600,2870,26932
2012-09-26,12002,8238,6991,2676,2457,5081,1788,2365,3266,2607,1503,2534,2954,27231
2012-09-27,14550,9331,8775,3837,3187,5354,2172,2676,3658,2997,1881,3281,3613,32656
2012-09-28,18164,11862,10955,4722,4039,7020,2383,3432,4693,3737,2286,3763,4906,40981
2012-09-29,18310,12086,9340,5091,3669,7008,2542,3626,4765,3695,1834,3237,4269,39736
2012-09-30,15728,11017,8096,3957,2486,6794,2491,3232,4340,3445,1454,3117,3525,34841
2012-10-01,15113,9059,9658,3822,2550,6658,2083,2595,3585,2879,1487,3718,4453,33830
2012-10-02,14297,9821,10102,3646,2530,6119,2002,2840,3779,3202,1382,4496,4224,34220
2012-10-03,13337,8576,8162,3295,2422,5640,1980,2544,3325,2707,1501,3136,3525,30075
2012-10-04,14559,10156,9873,3653,2854,6184,1868,2963,4039,3154,1658,4076,4139,34588
2012-10-05,18576,12825,12639,5038,3762,7400,2376,3829,5217,3779,2020,5035,5584,44040
2012-10-06,18997,13041,9834,5583,3410,7595,2409,3998,5027,4016,1644,3708,4482,41872
2012-10-07,15393,9386,9011,4069,2646,6591,2087,2829,3470,3087,1295,3768,3948,33790
2012-10-08,13502,9538,9255,3431,2274,5796,2001,2643,3630,3265,1306,4004,3945,32295
2012-10-09,12974,8919,8076,3106,2488,5636,1744,2621,3463,2835,1329,3308,3439,29969
2012-10-10,11826,9360,8812,3029,2318,4674,1805,2816,3691,2853,1436,3801,3575,29998
2012-10-11,14209,10577,10266,3730,2809,5692,1978,3114,4055,3408,1668,3948,4650,35052
2012-10-12,17236,13634,11356,4226,4009,6716,2285,4105,5363,4166,1957,4422,4977,42226
2012-10-13,17899,13183,11155,4773,3983,6939,2204,3929,5247,4007,1437,4383,5335,42237
2012-10-14,12972,11156,9556,3348,2403,5279,1942,3363,4318,3475,1090,4475,3991,33684
2012-10-15,11722,8284,7863,2870,2222,4985,1645,2426,2987,2871,1149,3333,3381,27869
2012-10-16,11706,8733,6664,2938,2231,4800,1737,2464,3471,2798,1000,2977,2687,27103
2012-10-17,11551,8418,6200,2784,2145,4808,1814,2583,3280,2555,903,2472,2825,26169
2012-10-18,12990,9109,7612,3326,2701,5008,1955,2546,3735,2828,1182,3099,3331,29711
2012-10-19,16664,11439,8586,4226,3903,6431,2104,3492,4533,3414,1242,3484,3860,36689
2012-10-20,17360,12209,7418,4554,3704,6965,2137,3481,4996,3732,829,2836,3753,36987
2012-10-21,12433,8776,5503,3035,2370,5282,1746,2578,3488,2710,582,2299,2622,26712
2012-10-22,11249,8167,6003,2845,2303,4456,1645,2324,3213,2630,684,2511,2808,25419
2012-10-23,10546,8201,5643,2566,2119,4299,1562,2359,3470,2372,607,2374,2662,24390
2012-10-24,10821,7807,5684,2764,2364,4043,1650,2109,3379,2319,318,2493,2873,24312
2012-10-25,12461,8721,10681,3361,2730,4567,1803,2326,3929,2466,3994,3301,3386,31863
2012-10-26,15999,10430,12118,4297,3665,5891,2146,2998,4482,2950,4298,3799,4021,38547
2012-10-27,16457,10910,9817,4627,3332,6364,2134,3165,4624,3121,3332,2870,3615,37184
2012-10-28,12014,8160,7407,3212,2165,4807,1830,2222,3415,2523,2423,2529,2455,27581
2012-10-29,12499,8066,7515,2926,2766,4966,1841,2203,3515,2348,2197,2681,2637,28080
2012-10-30,9984,7704,7287,2319,2060,4240,1365,2206,3072,2426,2316,2566,2405,24975
2012-10-31,12550,9145,9356,3176,2503,5062,1809,2679,3629,2837,2822,3393,3141,31051
2012-11-01,14256,9280,11978,3914,2756,5862,1724,2604,3737,2939,3376,4040,4562,35514
2012-11-02,18203,11805,15071,4839,4027,7068,2269,3361,4819,3625,4319,5236,5516,45079
2012-11-03,18597,12091,11857,5096,3667,7385,2449,3657,4806,3628,3522,3945,4390,42545
2012-11-04,13423,9469,10165,3638,2265,5665,1855,2838,3446,3185,2306,4122,3737,33057
2012-11-05,12078,8653,9783,3003,2090,5198,1787,2558,3519,2576,2238,4092,3453,30514
2012-11-06,12254,9080,8349,3226,1978,5165,1885,2634,3585,2861,2200,3184,2965,29683
2012-11-07,12254,8354,10149,3156,2278,5029,1791,2451,3172,2731,2605,3932,3612,30757
2012-11-08,14020,10011,11691,3894,2681,5494,1951,3000,4066,2945,3226,4107,4358,35722
2012-11-09,18128,11467,13289,5075,3775,7100,2178,3305,4790,3372,4191,4110,4988,42884
2012-11-10,17170,12743,13604,4781,3325,6958,2106,3763,5236,3744,3997,4684,4923,43517
2012-11-11,13310,9435,10468,3505,2480,5339,1986,2818,3606,3011,2640,3847,3981,33213
2012-11-12,11167,8507,8634,2886,1986,4588,1707,2557,3433,2517,2211,3175,3248,28308
2012-11-13,10396,7757,9682,2495,1949,4373,1579,2339,3020,2398,2434,3537,3711,27835
2012-11-14,10950,8808,9955,2778,2173,4336,1663,2936,3430,2442,2697,3716,3542,29713
2012-11-15,12996,8681,9939,3566,2628,4985,1817,2731,3452,2498,2879,3423,3637,31616
2012-11-16,16701,11297,12443,4817,3581,6169,2134,3370,4758,3169,4081,4072,4290,40441
2012-11-17,16316,10920,10340,4441,3388,6340,2147,3162,4580,3178,3058,3202,4080,37576
2012-11-18,12791,8803,7736,3385,2264,5149,1993,2565,3461,2777,2135,2818,2783,29330
2012-11-19,12980,9077,8217,3585,2183,5191,2021,2626,3776,2675,2350,2715,3152,30274
2012-11-20,13964,11863,9381,3843,2386,5513,2222,3666,4644,3553,2781,3365,3235,35208
2012-11-21,8002,8259,5648,2054,1150,3568,1230,2802,3349,2108,1354,1474,2820,21909
2012-11-22,9717,7014,6692,2369,2651,3414,1283,2159,2765,2090,2140,2075,2477,23423
2012-11-23,12264,8855,8897,2964,2770,4870,1660,2810,3515,2530,3091,2537,3269,30016
2012-11-24,13768,9632,9332,3639,2877,5278,1974,2935,3866,2831,3151,2879,3302,32732
2012-11-25,11563,7772,7141,2931,2078,4594,1960,2287,3052,2433,2130,2437,2574,26476
2012-11-26,10421,6837,7231,2657,2148,3901,1715,2018,2701,2118,2169,2569,2493,24489
2012-11-27,9809,6743,6993,2456,1905,3937,1511,1869,2850,2024,2063,2406,2524,23545
2012-11-28,9939,6753,7176,2277,2067,3800,1795,1992,2691,2070,2302,2489,2385,23868
2012-11-29,11540,8821,10028,3079,2161,4557,1743,2517,3561,2743,2712,3717,3599,30389
2012-11-30,18180,12408,11908,5085,3900,6741,2454,3664,4890,3854,3829,3834,4245,42496
2012-12-01,15828,12044,13068,4097,3224,6518,1989,3613,4898,3533,3465,4361,5242,40940
2012-12-02,14358,10063,10916,3804,2764,5623,2167,2897,4052,3114,2866,3789,4261,35337
2012-12-03,12172,7581,9066,2983,2344,5023,1822,2243,2933,2405,2700,3072,3294,28819
2012-12-04,11539,9079,10566,2834,2137,4802,1766,2682,3580,2817,2921,3932,3713,31184
2012-12-05,12123,8908,10093,3141,2343,4948,1691,2830,3590,2488,2503,3936,3654,31124
2012-12-06,13740,9950,9904,3762,2745,5297,1936,3152,4003,2795,3076,3294,3534,33594
2012-12-07,16734,11639,13200,4849,3411,6365,2109,3561,4750,3328,3842,4389,4969,41573
2012-12-08,17164,12532,12830,4702,3496,6596,2370,3762,5049,3721,3439,4689,4702,42526
2012-12-09,14030,8088,8971,3682,2493,5630,2225,2533,3039,2516,2428,3157,3386,31089
2012-12-10,12154,8368,9776,3004,2276,5004,1870,2407,3575,2386,2277,3819,3680,30298
2012-12-11,11147,8821,10048,2856,2038,4617,1636,2728,3505,2588,2320,4006,3722,30016
2012-12-12,11481,8892,8298,2856,2134,4712,1779,2767,3504,2621,2201,3158,2939,28671
2012-12-13,12586,9219,11097,3467,2622,4739,1758,2717,3719,2783,3336,4115,3646,32902
2012-12-14,16288,12347,13755,4475,3586,6021,2206,3648,5069,3630,4038,4895,4822,42390
2012-12-15,16738,11821,11494,4542,3705,6110,2381,3552,4881,3388,3394,3844,4256,40053
2012-12-16,12454,9757,8814,3188,2197,5115,1954,2848,4045,2864,2568,2982,3264,31025
2012-12-17,12715,9215,8324,3277,2411,5173,1854,2714,3678,2823,2528,2831,2965,30254
2012-12-18,11471,9340,10971,2968,2417,4495,1591,2683,3879,2778,3328,3884,3759,31782
2012-12-19,12640,9571,8661,3266,2594,4910,1870,2919,3892,2760,2129,3275,3257,30872
2012-12-20,13684,9543,9621,3748,2975,4959,2002,2817,3739,2987,3298,2989,3334,32848
2012-12-21,16669,11111,12235,4528,3637,6147,2357,3361,4566,3184,4446,3666,4123,40015
2012-12-22,15476,11884,11627,4171,3041,5929,2335,3879,4723,3282,3861,3678,4088,38987
2012-12-23,13360,10404,8859,3370,2517,5451,2022,3117,4260,3027,2426,3230,3203,32623
2012-12-24,6,2,3,0,2,4,0,0,0,2,0,3,0,11
2012-12-25,12072,10020,7609,2862,2600,4987,1623,2953,4020,3047,2338,2475,2796,29701
2012-12-26,12289,8507,8290,2973,2707,4819,1790,2441,3483,2583,2583,2704,3003,29086
2012-12-27,12801,9991,9555,3378,2671,5124,1628,2816,4300,2875,2731,3386,3438,32347
2012-12-28,15204,10819,11131,3978,3095,6197,1934,3057,4189,3573,3498,3916,3717,37154
2012-12-29,15023,10801,9875,4364,2924,5727,2008,3274,4218,3309,2947,3230,3698,35699
2012-12-30,13715,10576,10745,3789,2356,5385,2185,3027,4285,3264,3079,3926,3740,35036
2012-12-31,9640,8334,6113,2552,2124,3580,1384,2362,3402,2570,1918,2187,2008,24087
2013-01-01,13252,8387,10545,3532,2464,5510,1746,2337,3367,2683,2650,4224,3671,32184
2013-01-02,14202,10069,11970,3957,2468,5999,1778,2796,4064,3209,2630,5086,4254,36241
2013-01-03,14526,8861,10355,4134,2605,5828,1959,2572,3529,2760,2836,3984,3535,33742
2013-01-04,17101,11310,14876,4673,3507,6842,2079,3478,4583,3249,4207,5581,5088,43287
2013-01-05,17773,12705,13516,4855,3174,7306,2438,3508,5400,3797,3475,5068,4973,43994
2013-01-06,13805,10644,9068,3738,2421,5716,1930,3085,4250,3309,2492,3559,3017,33517
2013-01-07,13098,8035,10087,3279,2257,5828,1734,2384,3099,2552,2123,4211,3753,31220
2013-01-08,11387,7519,10626,2780,1936,4945,1726,2321,2804,2394,2353,4510,3763,29532
2013-01-09,12615,8402,8776,3308,2135,5307,1865,2548,3353,2501,2230,3534,3012,29793
2013-01-10,13487,9521,11468,3807,2780,5169,1731,2692,3800,3029,3091,4271,4106,34476
2013-01-11,17781,12952,15145,4781,3689,6913,2398,3532,5611,3809,3893,5810,5442,45878
2013-01-12,17260,12369,10578,4465,3544,7073,2178,3751,4906,3712,2982,3861,3735,40207
2013-01-13,12151,8407,10056,3048,2249,5048,1806,2282,3304,2821,2393,4317,3346,30614
2013-01-14,11634,8313,10954,2891,2347,4618,1778,2498,3212,2603,2599,4776,3579,30901
2013-01-15,11598,8192,9012,2731,2264,4922,1681,2322,3408,2462,2180,3522,3310,28802
2013-01-16,11854,7923,8593,2891,2412,4713,1838,2125,3348,2450,2589,3108,2896,28370
2013-01-17,13495,9210,10107,3698,2747,5134,1916,2646,3616,2948,2967,3297,3843,32812
2013-01-18,17671,11441,13155,4801,3805,6535,2530,3300,4806,3335,4241,4251,4663,42267
2013-01-19,15199,11493,10349,4084,3034,6065,2016,3505,4793,3195,3452,3322,3575,37041
2013-01-20,13849,9222,7816,3566,2789,5458,2036,2662,3758,2802,2148,3001,2667,30887
2013-01-21,11368,7516,6672,2764,2029,4816,1759,2191,2928,2397,1712,2521,2439,25556
2013-01-22,10669,7396,7529,2652,1959,4354,1704,2218,3022,2156,2206,2761,2562,25594
2013-01-23,10077,7494,7396,2778,1791,3872,1636,2112,2945,2437,2102,2431,2863,24967
2013-01-24,13134,8224,8494,3278,2925,4937,1994,2421,3328,2475,2496,2829,3169,29852
2013-01-25,17658,10988,12047,4742,4104,6517,2295,3306,4268,3414,3920,3910,4217,40693
2013-01-26,17206,11222,9999,4444,3664,6582,2516,3323,4662,3237,2744,3471,3784,38427
2013-01-27,11924,8348,7524,3054,2099,4716,2055,2571,3117,2660,2016,2913,2595,27796
2013-01-28,11258,7204,7087,2869,2037,4615,1737,1983,3068,2153,1749,2698,2640,25549
2013-01-29,10263,7071,6189,2389,2235,3996,1643,2015,2787,2269,1571,2486,2132,23523
2013-01-30,11785,7477,7489,2984,2549,4376,1876,2213,2957,2307,2087,2794,2608,26751
2013-01-31,15823,11282,11971,4526,3206,5718,2373,3356,4537,3389,2852,4785,4334,39076
2013-02-01,21731,13342,15959,6232,4463,7934,3102,3774,5703,3865,4488,5660,5811,51032
2013-02-02,15365,12674,13519,4018,2799,6098,2450,3958,4995,3721,3349,5002,5168,41558
2013-02-03,12548,8661,7783,3092,2051,5364,2041,2291,3437,2933,1680,3020,3083,28992
2013-02-04,11910,9433,10290,2966,2385,4705,1854,2835,3867,2731,2242,4093,3955,31633
2013-02-05,11924,8777,11236,3097,2124,4765,1938,2675,3364,2738,2616,4392,4228,31937
2013-02-06,12428,9930,7341,3294,2242,5046,1846,2804,4175,2951,1557,3143,2641,29699
2013-02-07,13986,10281,11279,3879,2664,5450,1993,2964,4124,3193,2596,4611,4072,35546
2013-02-08,17488,13094,15270,5346,3793,6153,2196,3671,5503,3920,4156,5380,5734,45852
2013-02-09,17372,13720,12818,5499,3856,5449,2568,4019,5674,4027,3611,4654,4553,43910
2013-02-10,14864,10046,11707,4054,2590,6264,1956,2803,4269,2974,2344,5070,4293,36617
2013-02-11,13291,10406,12444,3242,2451,5705,1893,2741,4419,3246,2368,5447,4629,36141
2013-02-12,14147,12009,12395,3514,2674,5925,2034,3483,5124,3402,2936,4906,4553,38551
2013-02-13,11196,8580,10433,2820,2324,4276,1776,2525,3533,2522,2377,4498,3558,30209
2013-02-14,14178,10631,13451,4121,2814,5196,2047,3222,4240,3169,3094,5605,4752,38260
2013-02-15,17563,12785,14809,4931,3943,6403,2286,3856,5122,3807,4249,5427,5133,45157
2013-02-16,17250,14094,13309,4884,3367,6663,2336,4003,5962,4129,3966,4496,4847,44653
2013-02-17,15076,10486,9076,3947,2908,6040,2181,3109,4042,3335,2332,3423,3321,34638
2013-02-18,11609,9169,7470,2867,2091,4805,1846,2683,3696,2790,1938,2743,2789,28248
2013-02-19,12233,8850,9118,3232,2489,4766,1746,2741,3490,2619,2358,3557,3203,30201
2013-02-20,12258,9297,9853,3408,2375,4856,1619,2872,3682,2743,2597,3985,3271,31408
2013-02-21,14171,9665,8727,4098,2934,5303,1836,2776,4097,2792,2137,3712,2878,32563
2013-02-22,18348,12066,12617,4835,4521,6667,2325,3559,4987,3520,4059,4272,4286,43031
2013-02-23,18358,13694,12090,4711,3961,7109,2577,4063,5909,3722,3667,4130,4293,44142
2013-02-24,13713,9352,8955,3416,2596,5587,2114,2701,3857,2794,2321,3293,3341,32020
2013-02-25,11596,8567,7165,2850,2179,4697,1870,2570,3356,2641,1768,2799,2598,27328
2013-02-26,11844,8503,7537,2953,2346,4653,1892,2632,3444,2427,1723,3101,2713,27884
2013-02-27,12625,8430,9319,3124,2474,5031,1996,2462,3522,2446,2544,3390,3385,30374
2013-02-28,16092,11283,12076,4091,3457,6273,2271,3317,4562,3404,3463,3978,4635,39451
2013-03-01,20494,13200,16078,5468,4669,7938,2419,4038,5628,3534,4599,5416,6063,49772
2013-03-02,19787,13493,14967,5520,3848,7599,2820,4285,5454,3754,3638,5787,5542,48247
2013-03-03,14410,10021,11386,3678,2552,6081,2099,3041,4153,2827,2655,4473,4258,35817
2013-03-04,13081,9651,8504,3182,2517,5578,1804,2782,3880,2989,1460,4005,3039,31236
2013-03-05,12395,9324,10309,3188,2183,5244,1780,2806,3811,2707,2245,4051,4013,32028
2013-03-06,11588,9355,8827,3070,2358,4405,1755,2830,3644,2881,2303,3003,3521,29770
2013-03-07,14704,8642,10946,3943,2834,5728,2199,1743,4018,2881,2714,3886,4346,34292
2013-03-08,18334,12272,14283,4998,4059,6932,2345,3630,5025,3617,3777,5056,5450,44889
2013-03-09,18868,12340,12900,4903,4163,7336,2466,3809,4961,3570,3289,5091,4520,44108
2013-03-10,14548,11331,10559,3638,2630,6095,2185,3312,4782,3237,2051,4651,3857,36438
2013-03-11,12768,10256,10768,3085,2514,5134,2035,3173,4073,3010,2286,4409,4073,33792
2013-03-12,12532,10092,9184,2908,2335,5355,1934,2878,4315,2899,2287,3621,3276,31808
2013-03-13,12904,9410,10853,3214,2480,5259,1951,2718,3799,2893,2338,4403,4112,33167
2013-03-14,14889,10761,11851,3958,3196,5521,2214,2955,4640,3166,2899,4772,4180,37501
2013-03-15,17726,11876,14050,4974,3824,6545,2383,3452,5149,3275,4254,4749,5047,43652
2013-03-16,18239,12361,11970,4889,3903,7107,2340,3702,5033,3626,3709,3969,4292,42570
2013-03-17,13262,9923,8180,3033,2265,5780,2184,2799,4080,3044,1990,3102,3088,31365
2013-03-18,11851,8708,8453,2950,2319,4789,1793,2456,3630,2622,2134,3075,3244,29012
2013-03-19,12716,8318,8422,3215,2414,5112,1975,2513,3335,2470,2330,3140,2952,29456
2013-03-20,12561,8798,8283,3188,2343,4990,2040,2531,3589,2678,2429,2908,2946,29642
2013-03-21,14455,9469,9244,4067,3244,5196,1948,2742,4262,2465,3075,2956,3213,33168
2013-03-22,17535,11267,11818,4724,3988,6256,2567,3417,4680,3170,4046,3911,3861,40620
2013-03-23,17216,12057,11360,4793,3847,6295,2281,3451,5246,3360,3526,3967,3867,40633
2013-03-24,13051,8735,7881,3366,2571,5056,2058,2435,3665,2635,2122,2657,3102,29667
2013-03-25,12098,8465,8069,3110,2291,4907,1790,2378,3678,2409,2405,2979,2685,28632
2013-03-26,12240,8188,7830,2973,2486,4912,1869,2349,3443,2396,2251,2778,2801,28258
2013-03-27,13025,8223,8406,3645,2601,4924,1855,2404,3481,2338,2603,3028,2775,29654
2013-03-28,15732,11323,11012,4468,3296,5651,2317,3322,4593,3408,3400,3788,3824,38067
2013-03-29,19945,13001,13464,5978,4030,7036,2901,3750,5219,4032,4616,4508,4340,46410
2013-03-30,13769,11899,8780,4279,3747,3352,2391,3989,4887,3023,2303,2976,3501,34448
2013-03-31,14427,10745,9350,3545,2687,6219,1976,3027,4522,3196,2269,3520,3561,34522
2013-04-01,14391,8958,11293,3675,2642,6163,1911,2543,3541,2874,2408,4543,4342,34642
2013-04-02,14759,9062,11773,3924,2835,6024,1976,2223,3991,2848,2619,4914,4240,35594
2013-04-03,14109,8925,9140,3938,2760,5419,1992,3020,3398,2507,2267,3566,3307,32174
2013-04-04,16073,10519,11464,4388,2944,6548,2193,2942,4459,3118,2911,4345,4208,38056
2013-04-05,19195,12876,14750,5385,4289,6971,2550,3832,5405,3639,4176,5494,5080,46821
2013-04-06,20337,13965,12142,5683,3997,7769,2888,4274,5869,3822,3270,4293,4579,46444
2013-04-07,14638,10104,10275,3901,2544,5897,2296,2835,4164,3105,2151,4516,3608,35017
2013-04-08,14564,10052,9134,3809,2458,6188,2109,2879,4186,2987,1857,3934,3343,33750
2013-04-09,14230,8392,8819,3653,2420,5896,2261,2609,3344,2439,2142,3692,2985,31441
2013-04-10,13647,9502,9543,3641,2422,5673,1911,2614,4060,2828,2228,3984,3331,32692
2013-04-11,14782,10013,11287,3825,3078,5900,1979,2894,4160,2959,2825,4662,3800,36082
2013-04-12,18260,12536,12849,4737,4004,7137,2382,3982,5096,3458,4011,4520,4318,43645
2013-04-13,18310,12931,12749,5072,3852,6924,2462,4071,5366,3494,3726,5378,3645,43990
2013-04-14,13807,11045,9250,3428,2508,5700,2171,3391,4228,3426,2323,3920,3007,34102
2013-04-15,13180,8993,8866,3016,2562,5748,1854,2638,3540,2815,2324,3772,2770,31039
2013-04-16,12736,8473,7606,3079,2316,5300,2041,2493,3448,2532,1989,3339,2278,28815
2013-04-17,12629,8158,7687,3051,2502,5157,1919,2355,3256,2547,2184,3069,2434,28474
2013-04-18,14810,9635,8384,3887,3030,5685,2208,2645,4149,2841,2301,3344,2739,32829
2013-04-19,18193,11886,10778,4923,4078,6862,2330,3503,5106,3277,3519,4047,3212,40857
2013-04-20,19123,11536,9272,5031,3821,7463,2808,3534,4951,3051,3014,3278,2980,39931
2013-04-21,14251,8935,6765,3625,2652,5712,2262,2660,3539,2736,1991,2580,2194,29951
2013-04-22,12559,8472,6028,3037,2220,5432,1870,2604,3402,2466,1705,2329,1994,27059
2013-04-23,12542,7996,7069,3073,2389,5262,1818,2470,3039,2487,2263,2494,2312,27607
2013-04-24,12533,7797,7146,3194,2517,4906,1916,2280,3224,2293,2224,2560,2362,27476
2013-04-25,14093,9423,7690,3843,2973,5150,2127,2763,3936,2724,2352,2804,2534,31206
2013-04-26,17185,8624,9520,4665,3889,6341,2290,2311,3635,2678,3145,3342,3033,35329
2013-04-27,18028,12207,8667,4723,3665,6994,2646,3949,4982,3276,2898,2847,2922,38902
2013-04-28,12903,7869,6673,3338,2437,4975,2153,2377,3014,2478,2103,2376,2194,27445
2013-04-29,13258,8124,6762,3276,2609,5200,2173,2389,3089,2646,1807,2688,2267,28144
2013-04-30,14286,9197,7875,3456,2778,5876,2176,2885,3314,2998,2289,3210,2376,31358
2013-05-01,14214,8125,9402,3604,2617,5882,2111,2324,3402,2399,2052,4225,3125,31741
2013-05-02,16459,9650,10841,4455,3147,6440,2417,2816,3933,2901,2816,4421,3604,36950
2013-05-03,18770,10800,11242,5225,4108,6672,2765,3211,4352,3237,3321,4349,3572,40812
2013-05-04,18927,12305,11971,5504,3846,7015,2562,3851,5063,3391,3349,5014,3608,43203
2013-05-05,15987,9847,9534,4257,2555,6920,2255,2746,3984,3117,2250,4159,3125,35368
2013-05-06,14308,9495,7870,3645,2704,5839,2120,2862,3706,2927,1974,3242,2654,31673
2013-05-07,13429,9106,8811,3542,2435,5429,2023,2806,3654,2646,2213,3613,2985,31346
2013-05-08,13958,9446,9534,3633,2570,5726,2029,2740,3871,2835,2311,4205,3018,32938
2013-05-09,15462,8519,9516,4292,2896,6021,2253,2365,3641,2513,2766,3496,3254,33497
2013-05-10,20060,12328,12997,6041,3996,7547,2476,3457,5193,3678,3991,4819,4187,45385
2013-05-11,16414,11379,9597,4486,3317,6384,2227,3702,4484,3193,2536,3814,3247,37390
2013-05-12,14890,11084,8635,3791,2363,6371,2365,3359,4450,3275,2257,3617,2761,34609
2013-05-13,14287,9457,9141,3564,2433,6192,2098,2594,3839,3024,2154,4128,2859,32885
2013-05-14,14158,9990,10463,3492,2697,5797,2172,3254,3934,2802,2609,4543,3311,34611
2013-05-15,13562,9500,8875,3701,2508,5245,2108,2981,3638,2881,2541,3603,2731,31937
2013-05-16,14936,10055,9691,4126,2982,5569,2259,3104,4011,2940,3036,3831,2824,34682
2013-05-17,18020,12789,10021,4746,4048,6884,2342,3865,5415,3509,3433,3608,2980,40830
2013-05-18,19633,13340,9700,5470,3801,7554,2808,4168,5396,3776,3468,3248,2984,42673
2013-05-19,15437,10096,8113,4063,2658,6203,2513,3014,4054,3028,2423,3112,2578,33646
2013-05-20,13479,8931,7876,3626,2563,5228,2062,2621,3595,2715,2446,3041,2389,30286
2013-05-21,13096,8912,6927,3473,2625,5128,1870,2545,3549,2818,2168,2729,2030,28935
2013-05-22,14016,8753,8133,3580,2994,5111,2331,2517,3579,2657,2677,2861,2595,30902
2013-05-23,15787,10225,9069,4390,3355,5576,2466,2763,4435,3027,2989,3203,2877,35081
2013-05-24,17170,11816,10157,4766,3981,6126,2297,3473,5080,3263,3263,3637,3257,39143
2013-05-25,16344,11647,8058,4416,3580,6076,2272,3401,4997,3249,2720,2750,2588,36049
2013-05-26,17033,11139,8105,4390,3807,6402,2434,3237,4750,3152,2844,2748,2513,36277
2013-05-27,13924,8608,6766,3575,2691,5443,2215,2269,3569,2770,2206,2480,2080,29298
